id,Año,Trimestre,Provincia,Accesos por cada 100 hogares,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_velocidad_bajada,Banda ancha fija,Dial up,Total_Bandaancha_bandaangosta
20181Catamarca,2018,1,Catamarca,32.79,340,2896,14770,6145,3539,410,4,65.0,33929,33934,11.0,33945
20181Chaco,2018,1,Chaco,30.83,700,3261,32516,24488,23296,8219,3897,1035.0,96782,96925,12.0,96937
20181Chubut,2018,1,Chubut,53.72,670,4314,83161,5358,40,50,9,501.0,97928,95532,2427.0,97959
20181Córdoba,2018,1,Córdoba,63.52,2810,23922,222815,1043,266259,57137,29228,10049.0,713991,713825,101.0,713926
20181Corrientes,2018,1,Corrientes,32.66,110,5005,37152,24038,19068,589,3256,0.0,94420,94406,11.0,94417
20181EntreRíos,2018,1,Entre Ríos,48.68,180,8861,90080,45599,37401,9818,5071,0.0,196848,197346,48.0,197394
20181Formosa,2018,1,Formosa,21.4,111,3803,10092,5117,10061,1091,1046,0.0,32320,32328,0.0,32328
20181Jujuy,2018,1,Jujuy,23.12,3450,4807,27219,8044,3925,490,4,0.0,44393,44405,1.0,44406
20181LaPampa,2018,1,La Pampa,71.75,2450,8119,67104,1616,1076,6140,98,3503.0,82375,82668,396.0,83064
20181LaRioja,2018,1,La Rioja,51.44,90,1485,40680,4217,5831,190,1,0.0,52242,52228,17.0,52245
20181Mendoza,2018,1,Mendoza,37.07,200,1662,164599,5010,2660,190,72,33788.0,200927,199463,1484.0,200947
20181Misiones,2018,1,Misiones,30.96,480,47,35820,23291,26223,10241,3219,0.0,103542,103580,0.0,103580
20181Neuquén,2018,1,Neuquén,61.52,1396,2367,59468,1311,29012,9709,7378,6105.0,116746,115897,2006.0,117903
20181RíoNegro,2018,1,Río Negro,49.82,4090,5333,74894,5300,17997,4972,3129,3975.0,111239,110057,1062.0,111119
20181Salta,2018,1,Salta,39.78,1160,4459,60334,33088,30771,5145,88,0.0,134001,133182,1.0,133183
20181SanJuan,2018,1,San Juan,32.61,220,1058,57078,110,0,30,0,5068.0,63240,62610,658.0,63268
20181SanLuis,2018,1,San Luis,15.15,570,1010,11920,110,0,70,2,9284.0,21382,21096,300.0,21396
20181SantaCruz,2018,1,Santa Cruz,33.55,260,1200,28600,6550,1000,10,3,4267.0,33772,33970,435.0,34405
20181SantaFe,2018,1,Santa Fe,62.28,1359,33639,262008,108576,1889,39589,22801,23181.0,680053,679717,309.0,680026
20181SantiagoDelEstero,2018,1,Santiago Del Estero,34.99,410,291,41298,18914,3449,330,2,17589.0,84236,82916,2.0,82918
20181TierraDelFuego,2018,1,Tierra Del Fuego,65.2,60,3070,33987,20,0,0,0,1070.0,34409,31106,508.0,31614
20181Tucumán,2018,1,Tucumán,41.18,160,7472,78811,45675,26405,1218,7082,1305.0,167984,168026,31.0,168057
20174BuenosAires,2017,4,Buenos Aires,57.61,3865,55046,1551194,264645,712513,33514,151747,114182.0,3188332,3171206,10690.0,3181896
20174CapitalFederal,2017,4,Capital Federal,122.9,3140,31411,517018,28404,45812,178396,114939,0.0,1584238,1575418,6906.0,1582324
20174Catamarca,2017,4,Catamarca,28.62,340,3182,15315,5904,2927,430,2,2151.0,29558,29548,10.0,29558
20174Chaco,2017,4,Chaco,30.81,700,3432,37144,24088,20123,729,3289,1035.0,96471,96603,12.0,96615
20174Chubut,2017,4,Chubut,51.46,670,4313,83676,5355,70,50,9,0.0,93432,91012,2428.0,93440
20174Córdoba,2017,4,Córdoba,63.33,2910,25411,280837,102892,217602,40898,24251,8429.0,700611,709874,105.0,709979
20174Corrientes,2017,4,Corrientes,32.52,110,522,41080,23686,16046,5053,2675,0.0,93771,93760,11.0,93771
20174EntreRíos,2017,4,Entre Ríos,47.89,1685,9078,95466,45189,3001,7958,4113,0.0,193499,193654,49.0,193703
20174Formosa,2017,4,Formosa,21.27,111,4061,13220,4867,6996,9770,824,0.0,32055,32056,0.0,32056
20174Jujuy,2017,4,Jujuy,22.74,3450,5364,26566,7721,3507,440,3,0.0,43550,43551,1.0,43552
20174LaPampa,2017,4,La Pampa,71.05,3100,8729,66053,1227,7920,3910,81,3503.0,81086,81675,396.0,82071
20174LaRioja,2017,4,La Rioja,51.57,90,1488,40777,4083,5813,220,3,0.0,52195,52177,17.0,52194
20174Mendoza,2017,4,Mendoza,33.33,260,1656,177646,4380,2780,290,81,0.0,180154,178661,1490.0,180151
20174Misiones,2017,4,Misiones,31.14,1053,39,41723,23131,22262,9091,2735,0.0,103895,103895,0.0,103895
20174Neuquén,2017,4,Neuquén,61.24,1396,2372,68036,1325,22781,7528,6300,6105.0,115843,114965,2006.0,116971
20174RíoNegro,2017,4,Río Negro,49.38,4090,5598,81078,4850,12502,3447,2440,3719.0,109678,108702,1062.0,109764
20174Salta,2017,4,Salta,39.8,6360,4275,73284,32842,18968,3559,84,0.0,133648,132811,1.0,132812
20174SanJuan,2017,4,San Juan,30.3,220,1062,57525,90,0,20,2,0.0,58622,57965,659.0,58624
20174SanLuis,2017,4,San Luis,10.59,590,1010,12822,80,0,10,7,1902.0,14900,14604,300.0,14904
20174SantaCruz,2017,4,Santa Cruz,28.91,680,780,29073,6550,1000,10,3,0.0,29978,29018,434.0,29452
20174SantaFe,2017,4,Santa Fe,61.71,3109,34132,309998,108939,151329,30736,19602,14119.0,671964,672137,323.0,672460
20174SantiagoDelEstero,2017,4,Santiago Del Estero,29.13,410,3091,43544,18773,3359,320,2,0.0,68842,68842,2.0,68844
20174TierraDelFuego,2017,4,Tierra Del Fuego,59.89,60,3100,31334,20,0,0,0,0.0,31652,28346,508.0,28854
20174Tucumán,2017,4,Tucumán,39.9,1050,8164,78750,45241,24318,1303,4367,0.0,162248,162298,34.0,162332
20173BuenosAires,2017,3,Buenos Aires,55.63,6577,51411,1733479,311652,676137,140812,108400,0.0,3028468,3046758,11202.0,3057960
20173CapitalFederal,2017,3,Capital Federal,121.86,2830,33924,590689,311411,4263,120675,91917,0.0,1575199,1563289,7070.0,1570359
20173Catamarca,2017,3,Catamarca,32.49,520,3204,15383,5758,2563,500,1,0.0,27011,33467,11.0,33478
20173Chaco,2017,3,Chaco,29.98,950,3496,40059,23008,20307,3827,2004,0.0,92796,93747,12.0,93759
20173Chubut,2017,3,Chubut,46.22,4360,3989,71843,2336,30,0,0,0.0,78607,81067,2477.0,83544
20173Córdoba,2017,3,Córdoba,62.31,3270,26154,309161,100113,189302,38131,16741,0.0,679929,696536,108.0,696644
20173Corrientes,2017,3,Corrientes,32.17,240,5629,44305,22785,15576,2635,1607,0.0,92561,92536,12.0,92548
20173EntreRíos,2017,3,Entre Ríos,45.96,1691,7545,98032,42947,29011,3878,2397,0.0,185501,185414,50.0,185464
20173Formosa,2017,3,Formosa,21.35,1063,3716,13752,5187,6056,8990,459,0.0,31132,32105,0.0,32105
20173Jujuy,2017,3,Jujuy,22.65,3370,5723,26835,7369,2962,410,2,0.0,43269,43241,1.0,43242
20173LaPampa,2017,3,La Pampa,69.14,3430,8244,64794,8550,5880,3270,51,0.0,75202,79280,410.0,79690
20173LaRioja,2017,3,La Rioja,51.47,160,1497,40882,3899,5604,230,3,0.0,51924,51896,17.0,51913
20173Mendoza,2017,3,Mendoza,35.7,320,950,158461,1150,670,290,19,0.0,158818,190958,1533.0,192491
20173Misiones,2017,3,Misiones,30.21,1058,4123,42900,22808,23913,3843,1881,0.0,100526,100476,0.0,100476
20173Neuquén,2017,3,Neuquén,60.83,2036,1457,72532,1034,20213,7067,4937,0.0,109276,113755,2029.0,115784
20173RíoNegro,2017,3,Río Negro,48.52,4220,5641,83900,3060,10116,2965,1659,0.0,105009,106393,1103.0,107496
20173Salta,2017,3,Salta,39.84,6450,4494,78830,32433,1462,2315,63,0.0,133400,132517,1.0,132518
20173SanJuan,2017,3,San Juan,32.37,310,1077,57582,10,0,20,2,0.0,58695,61789,660.0,62449
20173SanLuis,2017,3,San Luis,15.48,630,30,12325,70,0,10,7,0.0,12406,21408,311.0,21719
20173SantaCruz,2017,3,Santa Cruz,33.29,1880,230,29102,5420,660,330,1,0.0,29955,33222,468.0,33690
20173SantaFe,2017,3,Santa Fe,60.91,3116,34019,320017,104453,125339,24536,12982,0.0,624462,662086,256.0,662342
20173SantiagoDelEstero,2017,3,Santiago Del Estero,35.12,690,3288,40435,18489,3047,300,2,0.0,65360,82792,2.0,82794
20173TierraDelFuego,2017,3,Tierra Del Fuego,65.74,90,2970,33858,0,0,0,0,0.0,34164,30883,583.0,31466
20173Tucumán,2017,3,Tucumán,39.7,1090,8948,83070,45302,20514,1361,655,0.0,159959,160979,33.0,161012
20172BuenosAires,2017,2,Buenos Aires,56.27,7548,47472,1910156,299009,573298,93059,46178,0.0,2976720,3067430,11201.0,3078631
20172CapitalFederal,2017,2,Capital Federal,124.06,5560,35663,726223,30497,378571,80234,37977,0.0,1564194,1592175,8016.0,1600191
20172Catamarca,2017,2,Catamarca,25.98,150,3318,15655,5325,2342,470,1,0.0,26703,26692,13.0,26705
20172Chaco,2017,2,Chaco,29.05,1910,3733,42590,22349,18044,3157,545,0.0,90609,90597,14.0,90611
20172Chubut,2017,2,Chubut,35.55,4030,4186,73760,188,0,0,0,0.0,80229,62245,1730.0,63975
20172Córdoba,2017,2,Córdoba,58.97,2510,26862,370865,88479,146683,20351,5069,0.0,658560,657505,133.0,657638
20172Corrientes,2017,2,Corrientes,31.39,150,5912,46483,21776,13043,2218,647,0.0,90094,90085,12.0,90097
20172EntreRíos,2017,2,Entre Ríos,45.39,168,7944,104422,418,23524,2604,823,0.0,182797,182675,57.0,182732
20172Formosa,2017,2,Formosa,19.97,1486,3419,14787,4795,4583,7490,139,0.0,29958,29956,0.0,29956
20172Jujuy,2017,2,Jujuy,22.4,3110,5877,26915,6974,2538,420,1,0.0,42658,42656,1.0,42657
20172LaPampa,2017,2,La Pampa,63.49,3560,8633,59045,5580,3360,2440,21,0.0,69193,72573,449.0,73022
20172LaRioja,2017,2,La Rioja,16.2,90,1554,9304,3599,1796,240,2,0.0,16288,16271,18.0,16289
20172Mendoza,2017,2,Mendoza,31.76,1090,240,177203,920,500,50,22,0.0,177505,169302,1451.0,170753
20172Misiones,2017,2,Misiones,30.09,1011,4447,47244,22033,21599,2892,570,0.0,99796,99794,0.0,99794
20172Neuquén,2017,2,Neuquén,61.91,1542,1395,81272,8490,18051,4774,1703,0.0,109586,115321,2112.0,117433
20172RíoNegro,2017,2,Río Negro,46.02,9730,5606,88085,2450,799,1921,559,0.0,105379,100621,998.0,101619
20172Salta,2017,2,Salta,32.74,5940,4719,67576,23185,11333,1068,76,0.0,108551,108540,1.0,108541
20172SanJuan,2017,2,San Juan,26.96,150,1930,58588,0,0,0,4,0.0,58800,51261,620.0,51881
20172SanLuis,2017,2,San Luis,9.51,80,40,14014,0,0,10,2,0.0,14029,12992,315.0,13307
20172SantaCruz,2017,2,Santa Cruz,26.25,1880,240,30913,5410,660,330,0,0.0,31765,26019,369.0,26388
20172SantaFe,2017,2,Santa Fe,52.27,4967,38721,311830,92854,97563,16794,4275,0.0,567004,566918,362.0,567280
20172SantiagoDelEstero,2017,2,Santiago Del Estero,14.12,260,3539,20384,6432,2802,160,0,0.0,33199,33194,2.0,33196
20172TierraDelFuego,2017,2,Tierra Del Fuego,68.46,160,2850,35409,0,0,0,0,0.0,35710,31938,619.0,32557
20172Tucumán,2017,2,Tucumán,38.19,960,9236,83342,42536,17788,1371,21,0.0,154390,154374,37.0,154411
20171BuenosAires,2017,1,Buenos Aires,58.57,6017,83918,2057698,402315,52354,90937,22299,0.0,3186724,3178174,11202.0,3189376
20171CapitalFederal,2017,1,Capital Federal,108.37,5100,1409,678922,218487,277195,66536,19881,0.0,1262940,1391030,8016.0,1399046
20171Catamarca,2017,1,Catamarca,25.66,150,3328,15861,4901,2161,490,0,0.0,26315,26304,13.0,26317
20171Chaco,2017,1,Chaco,28.62,1910,3835,44544,21467,15671,3025,314,0.0,89047,89036,14.0,89050
20171Chubut,2017,1,Chubut,35.66,4010,4182,73759,1808,0,0,0,0.0,80150,62166,1730.0,63896
20171Córdoba,2017,1,Córdoba,57.65,500,28732,391556,82011,118643,19035,2071,0.0,642098,641066,133.0,641199
20171Corrientes,2017,1,Corrientes,30.94,150,604,48149,20586,11468,2044,303,0.0,88605,88596,12.0,88608
20171EntreRíos,2017,1,Entre Ríos,44.91,168,808,108379,39146,20562,2254,317,0.0,180418,180296,57.0,180353
20171Formosa,2017,1,Formosa,19.84,1535,3538,15473,4446,4058,6350,22,0.0,29707,29705,0.0,29705
20171Jujuy,2017,1,Jujuy,22.76,3300,6213,27824,6486,2306,440,0,0.0,43203,43202,1.0,43203
20171LaPampa,2017,1,La Pampa,62.67,3620,9279,57739,3310,1920,1650,11,0.0,68079,71458,455.0,71913
20171LaRioja,2017,1,La Rioja,16.2,90,1578,9486,3409,1718,220,2,0.0,16224,16207,18.0,16225
20171Mendoza,2017,1,Mendoza,31.84,1060,150,177201,860,500,50,22,0.0,177485,169282,1451.0,170733
20171Misiones,2017,1,Misiones,29.52,101,4665,45950,23847,19356,2627,166,0.0,97621,97619,0.0,97619
20171Neuquén,2017,1,Neuquén,61.02,1547,1418,83813,9020,1513,4223,458,0.0,107491,113227,2112.0,115339
20171RíoNegro,2017,1,Río Negro,46.03,9860,5647,89622,2460,6738,1594,200,0.0,105033,100288,1000.0,101288
20171Salta,2017,1,Salta,32.58,5790,4861,70922,21554,9386,2670,74,0.0,107643,107632,1.0,107633
20171SanJuan,2017,1,San Juan,27.04,80,1920,58588,0,0,0,4,0.0,58792,51253,620.0,51873
20171SanLuis,2017,1,San Luis,9.55,80,40,14014,0,0,10,2,0.0,14029,12992,315.0,13307
20171SantaCruz,2017,1,Santa Cruz,26.52,1900,230,31078,4740,680,300,0,0.0,31863,26116,370.0,26486
20171SantaFe,2017,1,Santa Fe,51.97,4966,39463,340418,77152,83008,15775,1831,0.0,562613,562520,362.0,562882
20171SantiagoDelEstero,2017,1,Santiago Del Estero,14.7,260,3772,21659,6218,2786,170,0,0.0,34478,34473,2.0,34475
20171TierraDelFuego,2017,1,Tierra Del Fuego,68.92,160,2850,35409,0,0,0,0,0.0,35710,31938,619.0,32557
20171Tucumán,2017,1,Tucumán,37.9,960,9682,86470,39155,15951,1383,13,0.0,152750,152734,37.0,152771
20164BuenosAires,2016,4,Buenos Aires,61.24,6055,86281,2085605,403575,467398,72348,17279,0.0,3138541,3131499,11202.0,3142701
20164CapitalFederal,2016,4,Capital Federal,120.63,5170,1477,704324,225723,264582,53506,16756,0.0,1266885,1393443,8016.0,1401459
20164Catamarca,2016,4,Catamarca,26.54,150,3478,16519,4889,2077,540,0,0.0,27032,27021,13.0,27034
20164Chaco,2016,4,Chaco,28.79,1910,3983,45634,21323,14887,2586,250,0.0,88854,88833,14.0,88847
20164Chubut,2016,4,Chubut,36.07,4010,4493,73951,1352,0,0,0,0.0,80197,62035,1730.0,63765
20164Córdoba,2016,4,Córdoba,57.7,500,2938,404645,77966,108368,15458,1606,0.0,637473,636422,133.0,636555
20164Corrientes,2016,4,Corrientes,30.98,150,6109,48995,20187,10908,1645,234,0.0,88093,88084,12.0,88096
20164EntreRíos,2016,4,Entre Ríos,45.21,168,8253,110296,38491,19509,1801,280,0.0,180310,180188,57.0,180245
20164Formosa,2016,4,Formosa,19.85,1573,3519,15791,4114,3855,6490,17,0.0,29518,29513,0.0,29513
20164Jujuy,2016,4,Jujuy,22.65,3030,6225,27778,6143,2134,430,0,0.0,42626,42624,1.0,42625
20164LaPampa,2016,4,La Pampa,63.02,3680,9789,56694,160,3350,1320,11,0.0,67345,71368,460.0,71828
20164LaRioja,2016,4,La Rioja,16.46,90,1646,9635,3334,1675,130,3,0.0,16315,16298,18.0,16316
20164Mendoza,2016,4,Mendoza,32.11,1140,160,177194,790,490,50,20,0.0,177477,169274,1451.0,170725
20164Misiones,2016,4,Misiones,29.72,101,4783,47454,23433,18371,2215,126,0.0,97392,97390,0.0,97390
20164Neuquén,2016,4,Neuquén,60.87,1539,1406,84859,7920,14153,3073,271,0.0,106093,111723,2112.0,113835
20164RíoNegro,2016,4,Río Negro,46.39,9980,2953,92967,2480,6317,1174,122,0.0,104779,100020,1000.0,101020
20164Salta,2016,4,Salta,32.69,5770,5027,71636,20787,8611,2390,70,0.0,106947,106934,1.0,106935
20164SanJuan,2016,4,San Juan,27.29,80,2200,58608,0,0,0,4,0.0,58840,51301,620.0,51921
20164SanLuis,2016,4,San Luis,9.64,80,40,14014,0,0,10,2,0.0,14029,12992,315.0,13307
20164SantaCruz,2016,4,Santa Cruz,27.05,1890,230,31369,3420,800,100,0,0.0,32013,26094,370.0,26464
20164SantaFe,2016,4,Santa Fe,52.19,4966,40102,349722,74401,77667,13155,1529,0.0,561542,561470,362.0,561832
20164SantiagoDelEstero,2016,4,Santiago Del Estero,15.07,260,3925,22246,6178,2664,150,0,0.0,35054,35049,2.0,35051
20164TierraDelFuego,2016,4,Tierra Del Fuego,70.31,160,2850,35409,0,0,0,0,0.0,35710,31938,619.0,32557
20164Tucumán,2016,4,Tucumán,37.98,960,10021,87994,37721,14389,14,10,0.0,151631,151615,37.0,151652
20163BuenosAires,2016,3,Buenos Aires,60.14,5856,107945,2148475,39353,399116,529,13318,0.0,3121140,3075387,11205.0,3086592
20163CapitalFederal,2016,3,Capital Federal,120.77,3310,9950,759028,208249,240856,38341,13886,0.0,1261686,1395053,8051.0,1403104
20163Catamarca,2016,3,Catamarca,26.48,150,4038,16183,4845,1853,500,0,0.0,26984,26957,13.0,26970
20163Chaco,2016,3,Chaco,28.91,1900,5227,46821,21193,13746,2022,217,0.0,89416,89216,14.0,89230
20163Chubut,2016,3,Chubut,36.18,4660,519,74375,6740,0,0,0,0.0,80705,62222,1730.0,63952
20163Córdoba,2016,3,Córdoba,58.24,480,41329,415075,75988,99225,11691,1322,0.0,644678,642458,133.0,642591
20163Corrientes,2016,3,Corrientes,31.07,150,7425,49471,19956,10006,1263,210,0.0,88346,88328,12.0,88340
20163EntreRíos,2016,3,Entre Ríos,45.44,1768,10657,110844,38665,17737,1307,248,0.0,181226,181092,57.0,181149
20163Formosa,2016,3,Formosa,18.64,1723,4277,15581,3964,3658,6480,10,0.0,29861,27716,0.0,27716
20163Jujuy,2016,3,Jujuy,22.61,2860,6878,27425,5943,1978,310,0,0.0,42541,42537,1.0,42538
20163LaPampa,2016,3,La Pampa,61.73,3740,10187,55792,150,2240,1140,11,0.0,66717,69903,461.0,70364
20163LaRioja,2016,3,La Rioja,17.07,90,2349,9686,3316,1562,110,2,0.0,16935,16912,18.0,16930
20163Mendoza,2016,3,Mendoza,32.09,370,100,178186,730,480,50,17,0.0,178376,169174,1450.0,170624
20163Misiones,2016,3,Misiones,29.91,101,603,48871,23394,17043,1559,91,0.0,97998,97997,0.0,97997
20163Neuquén,2016,3,Neuquén,60.21,1531,1527,87404,6800,12541,2118,225,0.0,106026,110491,2112.0,112603
20163RíoNegro,2016,3,Río Negro,46.39,1007,6026,90689,2070,5953,7900,99,0.0,104771,100024,1002.0,101026
20163Salta,2016,3,Salta,32.96,1107,6922,71214,20229,8099,1970,50,0.0,107818,107790,1.0,107791
20163SanJuan,2016,3,San Juan,27.32,80,2450,58577,0,0,0,2,0.0,58832,51348,620.0,51968
20163SanLuis,2016,3,San Luis,9.63,70,40,14077,0,0,10,2,0.0,14091,12978,315.0,13293
20163SantaCruz,2016,3,Santa Cruz,26.84,1890,220,31904,2210,520,90,0,0.0,32397,25886,371.0,26257
20163SantaFe,2016,3,Santa Fe,52.67,3958,49501,360606,72657,69864,1021,1308,0.0,568104,566625,386.0,567011
20163SantiagoDelEstero,2016,3,Santiago Del Estero,15.33,260,5097,22747,6216,2497,90,0,0.0,36592,35658,2.0,35660
20163TierraDelFuego,2016,3,Tierra Del Fuego,68.94,160,2850,35080,0,0,0,0,0.0,35381,31306,619.0,31925
20163Tucumán,2016,3,Tucumán,37.9,1270,12247,87970,36518,1315,1288,4,0.0,151304,151282,37.0,151319
20162BuenosAires,2016,2,Buenos Aires,59.34,10786,133385,2250898,335296,334723,31494,11933,0.0,3108515,3032776,12515.0,3045291
20162CapitalFederal,2016,2,Capital Federal,120.04,4352,1736,859039,146091,21301,19597,13477,0.0,1257302,1384824,9760.0,1394584
20162Catamarca,2016,2,Catamarca,26.07,150,5736,14742,4567,1496,470,1,0.0,26604,26543,13.0,26556
20162Chaco,2016,2,Chaco,28.59,1970,8063,45823,20346,1209,1571,201,0.0,88291,88235,16.0,88251
20162Chubut,2016,2,Chubut,36.12,5720,5421,73078,7750,0,0,0,0.0,79846,62116,1740.0,63856
20162Córdoba,2016,2,Córdoba,57.55,2580,5705,437547,7198,82618,8355,1242,0.0,659050,634680,234.0,634914
20162Corrientes,2016,2,Corrientes,30.58,410,10018,47916,192,8851,8030,191,0.0,87020,86932,24.0,86956
20162EntreRíos,2016,2,Entre Ríos,44.74,4734,16368,115000,36917,15522,8490,205,0.0,189595,178194,179.0,178373
20162Formosa,2016,2,Formosa,19.37,1675,5401,14370,3569,3218,5930,10,0.0,28836,28801,1.0,28802
20162Jujuy,2016,2,Jujuy,21.89,2561,8292,25301,5589,175,30,0,0.0,43496,41187,2.0,41189
20162LaPampa,2016,2,La Pampa,60.44,4290,10616,63928,150,1190,960,11,0.0,75214,68403,485.0,68888
20162LaRioja,2016,2,La Rioja,16.88,100,3151,9043,319,1344,30,5,0.0,16746,16718,18.0,16736
20162Mendoza,2016,2,Mendoza,32.13,4370,300,176922,610,440,50,20,0.0,177519,169274,1550.0,170824
20162Misiones,2016,2,Misiones,29.24,1973,7899,49586,21385,1482,1073,96,0.0,96832,95808,7.0,95815
20162Neuquén,2016,2,Neuquén,59.1,1916,1691,88854,5830,10241,1285,208,0.0,104778,108224,2291.0,110515
20162RíoNegro,2016,2,Río Negro,46.24,1189,6107,92158,1940,4877,5200,86,0.0,105131,99631,1073.0,100704
20162Salta,2016,2,Salta,32.08,216,10123,70875,18759,7129,1400,49,0.0,109235,104929,3.0,104932
20162SanJuan,2016,2,San Juan,27.34,100,2730,57589,0,0,0,4,0.0,57876,51392,621.0,52013
20162SanLuis,2016,2,San Luis,9.6,120,40,13931,0,0,10,2,0.0,13950,12939,317.0,13256
20162SantaCruz,2016,2,Santa Cruz,26.73,2440,260,31995,1420,200,0,0,0.0,32427,25797,356.0,26153
20162SantaFe,2016,2,Santa Fe,52.44,9486,67325,374960,68505,60469,6509,1277,0.0,588531,563867,607.0,564474
20162SantiagoDelEstero,2016,2,Santiago Del Estero,15.89,7040,6705,22208,5943,2108,10,0,0.0,37669,36958,3.0,36961
20162TierraDelFuego,2016,2,Tierra Del Fuego,67.72,160,2860,38773,0,0,0,0,0.0,39075,30740,619.0,31359
20162Tucumán,2016,2,Tucumán,37.24,2310,18515,83945,33891,1131,1032,2,0.0,148926,148636,41.0,148677
20161BuenosAires,2016,1,Buenos Aires,57.34,7351,9788,2214760,289929,247372,8315,9529,0.0,2875136,2929903,12612.0,2942515
20161CapitalFederal,2016,1,Capital Federal,115.16,231,43686,869048,178665,192644,6577,10838,0.0,1303768,1328079,9817.0,1337896
20161Catamarca,2016,1,Catamarca,25.91,150,6102,14653,4241,1334,420,1,0.0,26388,26376,13.0,26389
20161Chaco,2016,1,Chaco,28.08,1940,8755,46304,19388,10587,1238,184,0.0,86650,86635,16.0,86651
20161Chubut,2016,1,Chubut,36.09,940,5095,72396,1066,0,0,0,0.0,78651,62060,1740.0,63800
20161Córdoba,2016,1,Córdoba,55.28,1480,59484,414452,65763,66455,4143,1039,0.0,611484,609692,234.0,609926
20161Corrientes,2016,1,Corrientes,30.08,290,1069,47833,18375,7911,5260,170,0.0,85534,85510,26.0,85536
20161EntreRíos,2016,1,Entre Ríos,43.85,2864,17749,104137,35104,14057,4570,165,0.0,174533,174634,179.0,174813
20161Formosa,2016,1,Formosa,19.04,1738,5731,14163,3229,2906,5440,5,0.0,28316,28313,1.0,28314
20161Jujuy,2016,1,Jujuy,21.41,2543,8558,22383,5188,1623,0,0,0.0,40295,40287,2.0,40289
20161LaPampa,2016,1,La Pampa,57.84,4260,11065,52117,150,780,710,11,0.0,63783,65442,487.0,65929
20161LaRioja,2016,1,La Rioja,16.83,100,3382,9060,298,1254,20,3,0.0,16691,16673,18.0,16691
20161Mendoza,2016,1,Mendoza,32.12,2350,210,175376,470,430,50,17,0.0,175744,169257,1553.0,170810
20161Misiones,2016,1,Misiones,28.37,9590,8502,50061,19195,13363,7790,68,0.0,92927,92951,7.0,92958
20161Neuquén,2016,1,Neuquén,55.75,172,1737,86310,4790,7893,1430,171,0.0,98453,101969,2292.0,104261
20161RíoNegro,2016,1,Río Negro,45.84,1171,6105,90038,2030,4246,770,81,0.0,101921,98745,1077.0,99822
20161Salta,2016,1,Salta,31.32,1119,10765,65646,17748,6643,1190,31,0.0,102071,102423,3.0,102426
20161SanJuan,2016,1,San Juan,27.33,90,3090,56447,0,0,0,2,0.0,56767,51373,621.0,51994
20161SanLuis,2016,1,San Luis,9.59,80,40,13645,0,0,10,2,0.0,13660,12915,317.0,13232
20161SantaCruz,2016,1,Santa Cruz,26.87,1680,290,32188,80,0,0,0,0.0,32393,25931,356.0,26287
20161SantaFe,2016,1,Santa Fe,51.28,6492,71565,353525,64117,51293,3754,1063,0.0,551809,551378,618.0,551996
20161SantiagoDelEstero,2016,1,Santiago Del Estero,16.21,7030,7219,22805,5769,1898,0,0,0.0,38394,37695,3.0,37698
20161TierraDelFuego,2016,1,Tierra Del Fuego,65.83,160,2850,33003,0,0,0,0,0.0,33304,29867,619.0,30486
20161Tucumán,2016,1,Tucumán,36.72,1060,20092,84008,3149,10046,8710,0,0.0,146613,146596,41.0,146637
20154BuenosAires,2015,4,Buenos Aires,58.29,7985,100303,2253197,27456,240188,3835,8180,0.0,2888246,2946743,12642.0,2959385
20154CapitalFederal,2015,4,Capital Federal,118.13,2417,46568,916813,172029,198635,3087,10899,0.0,1350450,1360381,9845.0,1370226
20154Catamarca,2015,4,Catamarca,26.24,150,6513,14484,4106,1313,390,1,0.0,26471,26459,13.0,26472
20154Chaco,2015,4,Chaco,28.35,1940,9593,46771,18608,10092,1136,159,0.0,86553,86537,16.0,86553
20154Chubut,2015,4,Chubut,36.89,6250,5774,71881,1680,0,0,0,0.0,78448,62279,1740.0,64019
20154Córdoba,2015,4,Córdoba,57.36,1480,63746,427471,62989,67151,3336,1088,0.0,625929,625835,235.0,626070
20154Corrientes,2015,4,Corrientes,30.34,290,11248,48104,17877,7569,4560,150,0.0,85433,85409,26.0,85435
20154EntreRíos,2015,4,Entre Ríos,44.11,2865,18883,104224,33989,13668,3990,163,0.0,174191,173957,180.0,174137
20154Formosa,2015,4,Formosa,19.07,1791,6081,14279,2704,2713,5190,4,0.0,28091,28088,1.0,28089
20154Jujuy,2015,4,Jujuy,21.47,2551,8876,21867,5044,1587,0,0,0.0,39925,39922,2.0,39924
20154LaPampa,2015,4,La Pampa,58.76,5920,12951,48798,160,630,490,10,0.0,62479,66054,312.0,66366
20154LaRioja,2015,4,La Rioja,17.32,100,3638,9127,2937,1215,20,3,0.0,16932,16914,18.0,16932
20154Mendoza,2015,4,Mendoza,32.49,2410,230,174719,380,410,50,13,0.0,175080,169251,1556.0,170807
20154Misiones,2015,4,Misiones,28.69,9590,9169,51029,17281,1369,6750,52,0.0,92855,92846,7.0,92853
20154Neuquén,2015,4,Neuquén,58.29,1727,2061,89678,4550,7934,90,175,0.0,102039,105122,2294.0,107416
